id|title|year|conferenceid|journalid|keyword
1117221|Improving the Multiple Errors Detection Coverage in Distributed Embedded Systems|2003|386|0|
1117583||1980|0|5485|LASER OUTPUTS, OPTICAL PUMPING, ORGANIC LASERS, BRIGHTNESS TEMPERATURE, DYE LASERS, FLASH LAMPS, POWER SPECTRA
1117699||2008|0|9318|Key Words: indigestible acid detergent fiber, indigestible dry matter, indigestible neutral detergent fiber
1117741|Managing Software Evolution through Reuse Contracts|1997|608|0|
1117899|The S<sub>0</sub>State of the Oxygen-Evolving Complex in Photosystem II Is Paramagnetic:  Detection of an EPR Multiline Signal|1997|0|2083|
1118085|Full Satisfiability of UML Class Diagrams|2010|195|0|Keywords: Reasoning over Conceptual Models, Description Logics, Complexity Analysis.
1118797|Combining Signal Processing and Cryptographic Protocol Design for Ecient ECG Classication|0|0|0|
1118797|Combining Signal Processing and Cryptographic Protocol Design for Ecient ECG Classication|0|0|0|
1119049|Single Port Sigmoidectomy in an Experimental Model With Survival|2008|0|4338|
1119049|Single Port Sigmoidectomy in an Experimental Model With Survival|2008|0|4338|
1119242|from Macrophages Identification of Neutral Cholesterol Ester Hydrolase, a Key Enzyme Removing Cholesterol (PDF)|2010|0|0|
1119587|A survey of Jensen type inequalities for functions of selfadjoint operators in Hilbert spaces|2010|0|4496|Selfadjoint operators; Positive operators; Jensen’s inequality; Convex functions; Functions of selfadjoint operators
1119870|Simulating Side Slopes on Locomotion Interfaces Using|2003|1043|0|
1120108|Design and Specification of Iterators Using the Swapping Paradigm|1992|0|27|
1120150|Reversible Attachment of Platinum Alloy Nanoparticles to Nonfunctionalized Carbon Nanotubes|2010|0|1841|
1120150|Reversible Attachment of Platinum Alloy Nanoparticles to Nonfunctionalized Carbon Nanotubes|2010|0|1841|
1120331|Influence of Buffers on Pesticide and Nutrient Runoff from Bermudagrass Turf|1997|0|6091|
1120383|Optimal mobile sensor motion planning under nonholomonic constraints for parameter estimation of distributed systems|2005|2821|0|
1120476|Experimental studies with simple neuro-controller based excitation controller|2002|0|5300|
1120500|Economic Demography and Development: New Directions in an Old Field|1988|0|0|
1120799|River Sediment Contamination with Plutonium Isotopes and Heavy Metals in Lublin Agglomeration (Poland)|0|0|0|Keywords: plutonium isotopes, heavy metals, river sediments.
1120799|River Sediment Contamination with Plutonium Isotopes and Heavy Metals in Lublin Agglomeration (Poland)|0|0|0|Keywords: plutonium isotopes, heavy metals, river sediments.
1120822|MacNeish&#8211 Mann Theorem Based Iteratively Decodable Codes for Optical Communication Systems|2004|0|1045|
1138062|Measurement of the ω → ηγ decay branching ratio|1997|0|8558|
1120846|Avaliação da divergência nutricional de variedades de cana-de-açúcar (Saccharum spp.)|2003|0|9318|Key Words: nutritional divergence, principal components, sugarcane
1121895|Iron and copper K-edge XAS study of serotransferrin and ovotransferrin|2001|0|8503|
1122242|Response of SIMOX and Unibond buried oxides: trapping and detrapping properties|1999|4809|0|
1123321|Structural Damage Detection from Wavelet Coefficient Sensitivity with Model Errors|2006|0|5524|
1123558|X-Ray Spectroscopy of the Photosynthetic Oxygen-Evolving Complex|2009|0|1999|
1123597||1999|0|2083|
1123752|The Emergence of the Euro as an International Currency|1997|0|0|EMU; Euro; Exchange Rates; international money; vehicle currency
1123857|PhosPhAt: a database of phosphorylation sites in Arabidopsis thaliana and a plant-specific phosphorylation site predictor|2008|0|188|through the following link http://phosphat.mpimp- golm.mpg.de
1124137|CONVERGENCE OF PROBABILITY MEASURES REVISITED |0|0|0|Keywords: Narrow (weak, weak*) convergence, epi-convergence
1124268|Gene Therapy, Electroporation, and the Future of Wound-Healing Therapies|2002|0|3199|
1124452||2007|0|3480|
1124696|A land cover map of southern hemisphere Africa based on SPOT-4 Vegetation data|2006|0|6390|
1124814|An Introduction to Image-Based Rendering|0|0|0|Keywords:
1124819|Real-time implementation of on-line trained neuro-controller for a BLDC motor|2004|4331|0|
1125085|Scientists in wonderland: A report on visualization applications in the CAVE virtual reality environment|1993|2992|0|
1125152|Rinsing Dialyzers without Heparin in Hemodialysis (HD) with Low-Molecular Weight Heparin (LMWH)|2003|0|3282|
1125843|Diploid and haploid mouse parthenogenetic development following in vitro activation and embryo transfer.|1974|0|0|Embryology:,Strains: A2G, C57BL,Unknown:
1125906|ML F'ararneter Estirnation for Markov Random Fields, with Applications to Bayesian Tomography|1995|0|670|
1126489|On speed control of induction motors|1995|4293|0|
1126560|Serum carotene deficiency in HIV-infected patients: |1994|0|6603|
1127595|Kategorisierung von digitalen Röntgenbildern mit parametrisierbaren Formmodellen|2000|1516|0|
1127718|A linear algorithm for the Hamiltonian completion number of the line graph of a cactus|2004|0|318|Algorithms; Hamiltonian path; Hamiltonian completion number; Cactus; Line graph
1127766|Contributors|0|0|0|
1128171|Dynamics of relay relaxation oscillators|2001|0|5336|
1128551|Self-Enforcing Cooperation with Graduated Punishments|0|0|0|
1128714|Boundary Value Problems|0|0|0|
1129545||0|0|0|
1130068|Photonic NoC for DMA Communications in Chip Multiprocessors|2007|3945|0|
1130092|A microstrip patch antenna using novel photonic band-gap structures|1999|0|0|
1130514|The computer science research network CSNET: a history and status report|1983|0|209|CSNET|TCP/IP
1130940|CO 2 efflux, CO 2 concentration and photosynthetic refixation in stems of Eucalyptus globulus (Labill.)|2009|0|0|Key words: Eucalyptus globulus, refixation, stem respiration.
1131277|General Relativity as a Genuine Connection Theory|2004|0|0|General Relativity and Quantum Cosmology
1131675|A library for visualizing combinatorial structures|1994|455|0|
1131701|Psychological dynamics of intractable ethnonational conflicts: The Israeli-Palestinian case.|1998|0|9502|
1131748|Dynamic Characteristics of Specialty Composite Structures with Embedded Damping Layers|1995|0|17575|
1131914|Pattern Recognition Analysis of In Vivo Magnetic Resonance Spectra|1996|0|0|
1132961|Proton dynamics in an enzyme model substrate: an ab initio molecular dynamics study|2000|0|2157|Ab initio molecular dynamics; Low-barrier-hydrogen-bond; Proton transfer; Finite temperature effects; Enolic intermediate
1133209|UIDs as internal names in a distributed file system|1982|222|0|
1133430|Best k-digit rational bounds for irrational numbers: Pre- and super-computer era|2009|0|5653|Error-free application; Irrational numbers; Pre-historic computing; Rational bounds; Supercomputer
1133644|A Front-End Tool for Automated Abstraction and Modular Verification of Actor-Based Models|2004|267|0|Keywords: formal verification, model checking, compo- sitional verification, actor model, reactive systems
1134037|An ANN fault detection procedure applied in virtual measurement systems case|1998|4139|0|
1134163|How user behavior is related to social affinity|2012|0|0|affinity|distance|influence|sketching|social networks
1134740|Evidence for the Rare Decay B+ → D+ s π 0|0|0|0|
1134817|Pertussis toxin blocks a late inhibitory postsynaptic potential in hippocampal CA3 neurons|1987|0|8070|
1135781|SRG: A Digital Document-Enhanced Service Oriented Research Grid|2007|2117|0|KEYWORDS: Cyberinfrastructure based scientific research, annotation, academic search, scientific databases.
1135939|Crystal structure of an isoleucine-zipper trimer|1994|0|912|
1136471|Parallel vs. parametric complexity|0|0|0|
1136888|A cure for the common code|1978|0|0|
1137427||2011|0|8394|
1137932|Toward a major risk factor for atopic eczema: Meta-analysis of filaggrin polymorphism data|2007|0|3443|AEAtopic eczema; EDCEpidermal differentiation complex; FLGFilaggrin; HWEHardy-Weinberg equilibrium; OROdds ratio
1137932|Toward a major risk factor for atopic eczema: Meta-analysis of filaggrin polymorphism data|2007|0|3443|AEAtopic eczema; EDCEpidermal differentiation complex; FLGFilaggrin; HWEHardy-Weinberg equilibrium; OROdds ratio
1138544|Direct Reduction and Differential Constraints|1994|0|16858|
1138550|Search for a heavy Standard Model Higgs boson in the channel $H \to ZZ \to l^{+} l^{-}q\overline{q}$ using the ATLAS detector|2011|0|0|Particle Physics - Experiment
1138783|On the optimization of convective hydrogen storage bed model using LaNi5H6 or FeTiH1.6|1992|0|5425|
1139311|Verification and validation guidelines for high integrity systems: Appendices A--D, Volume 2|1995|0|0|
1139411|The Effect of Halothane on Reflexes Elicited by Acute Coronary Artery Occlusion in the Dog: |1981|0|2550|
1139644|Discriminative clustering of text documents|2002|2071|0|
1139956|Algorithms for Indefinite Summation of Rational Functions in Maple|1995|0|0|
1140348|Nonresonant singular boundary value problems with sign changing nonlinearities|2005|0|796|
1140438|Optimal existence theory for single and multiple positive periodic solutions to functional difference equations|2005|0|796|Functional difference equation; Positive periodic solution; Fixed point theorem in cones
1140852|Image-Based Rendering|2006|0|832|
1141896|A neural network and iterative optimization hybrid for Dempster-Shafer clustering|2003|0|299|
1141896|A neural network and iterative optimization hybrid for Dempster-Shafer clustering|2003|0|299|
1142297|A generalized Gaussian image model for edge-preserving MAP estimation|1993|0|670|
1142426|Maak van de AOW geen loden last|2010|0|0|
1142771|Optimal Policy for Batch Operations: Backup, Checkpointing, Reorganization, and Updating (Abstract)|1977|370|0|
1142994|Early ventilatory and inotropic requirements may be risk factors for necrotising enterocolitis|2002|0|3428|
1142994|Early ventilatory and inotropic requirements may be risk factors for necrotising enterocolitis|2002|0|3428|
1143137|Editorial: A summary of Grid computing environments|2002|0|305|
1143171|Modelling generic product structures in STEP|1998|0|293|Keywords: product models, standards
1143176|On tracking performance in bilateral teleoperation|2006|0|853|Bilateral teleoperation; force tracking; position tracking; time delay
1143426||2006|0|6544|Key words: Web Services, computing web portals, computational grids, grid computing, earthquake simulation.
1143448|Intelligent Simulation for Computer Aided Design of Optical Networks|1997|1428|0|
1143721|Reconfigurable Logic: A Saviour for Experimental Computer Architecture Research|2003|266|0|Keywords: Reconfigurable logic, programmable hardware, stereo corre- spondence, data flow, asynchronous logic.
1144013|Multiple steady states in reactive distillation: kinetic effects|2002|0|968|Reactive distillation; Multiple steady states; Arc-length continuation; Bifurcation; Isola; MTBE; TAME
1144048|Smoking reduction fails to improve clinical and biological markers of cardiac disease: A randomized controlled trial|2008|0|3979|
1144610||0|0|0|
1145240|Geometric Complexity Theory: Introduction|2007|0|299|
1145409|Grundlehren der Mathematischen Wissenschaften [Fundamental Principles of Mathematical Sciences] Vol|1998|0|0|
1145708|Proliferation of human tumour cells after high-energy pulsed ultrasound (HEPUS) treatment|1997|0|3899|
1145875|MAC Layer Abstraction for Simulation Scalability Improvements in Large-scale Sensor Networks|0|0|0|
1145972|Combined search for the Standard Model Higgs boson in pp collisions at $\sqrt{s}$ = 7 TeV with the ATLAS detector|2012|0|0|Particle Physics - Experiment
1146015|Effect of sewage sludge and ammonium nitrate on wheat yield and soil profile inorganic nitrogen accumulation|1997|0|9113|
1146980|Estimating the Number of Defects: A Simple and Intuitive Approach|1998|2140|0|
1147447|Dieta com camarão e resistência cicatricial da pele, em ratos|2007|0|0|
1147502|Library Experience in Online Searching|1998|1609|0|
1148206|Mark Detection from Scanned Ballots|2009|2600|0|Keywords: mark detection, ballot image processing, forms processing, background removal
1148547|Some Finite Sample Properties of Spectral Estimators of a Linear Regression|1973|0|0|
1148829|Thermal instability excited in the electron-cyclotron resonance heating of plasmas|1993|0|8494|
1149064|Photonic Networks-on-Chip for Future Generations of Chip Multiprocessors|2008|0|18|chip multiprocessors; emerging technologies; interconnection networks; photonics
1149114||2001|0|2754|
1149308|DEVELOPMENT OF A DC POTENTIAL DROP SYSTEM CONTROLLED BY COMPUTER|0|0|0|
1149766|Hash-Binary Search: A Fast Technique for Searching an English Spelling Dictionary|1979|0|0|Computer Sciences
1150270|Accurate, conformation-dependent predictions of solvent effects on protein ionization constants|2007|0|919|
1150430|A software component verification tool|2000|5046|0|
1150750|Measurement of the beam asymmetry in η photoproduction off the proton|2007|0|8394|
1151989|Efficient ML estimation of the shape parameter for generalized Gaussian MRFs|1996|2771|0|
